"answer","question","subject","option1","option2","option3","option4","explanation"
"Force Visions","What are the prophetic and often symbolic glimpses of the future or past experienced by Force-sensitive individuals in Star Wars?","Star Wars","The Dark Side of the Force","Bib Fortuna","Gamorrean Guards","Force Visions","Force Visions are the prophetic and often symbolic glimpses of the future or past experienced by Force-sensitive individuals in Star Wars."
"The Dark Side of the Force","What is the aspect of the Force associated with anger, hatred, and aggression in the Star Wars universe?","Star Wars","Bib Fortuna","Gamorrean Guards","Oola","The Dark Side of the Force","The Dark Side of the Force is the aspect of the Force associated with anger, hatred, and aggression in the Star Wars universe."
"Bib Fortuna","Who is the Twi'lek major-domo and right-hand man to Jabba the Hutt in 'Return of the Jedi'?","Star Wars","Gamorrean Guards","Oola","The Rancor Pit","Bib Fortuna","Bib Fortuna is the Twi'lek major-domo and right-hand man to Jabba the Hutt in 'Return of the Jedi'."
"Gamorrean Guards","What species of guards serve as security personnel in Jabba the Hutt's palace in 'Return of the Jedi'?","Star Wars","Oola","The Rancor Pit","Cloud City","Gamorrean Guards","Gamorrean Guards are the species of guards that serve as security personnel in Jabba the Hutt's palace in 'Return of the Jedi'."
"Oola","Which Twi'lek dancer and slave girl meets a tragic fate in 'Return of the Jedi' by falling into the Rancor pit?","Star Wars","The Rancor Pit","Cloud City","Carbonite Han Solo","Oola","Oola is the Twi'lek dancer and slave girl who meets a tragic fate in 'Return of the Jedi' by falling into the Rancor pit."
"The Rancor Pit","Where on Tatooine does Jabba the Hutt keep a dangerous creature that he uses to execute prisoners in 'Return of the Jedi'?","Star Wars","Cloud City","Carbonite Han Solo","Rancor Keeper","The Rancor Pit","Jabba the Hutt keeps a dangerous creature in the Rancor Pit on Tatooine, which he uses to execute prisoners in 'Return of the Jedi'."
"Cloud City","What is the floating city in the clouds above the planet Bespin where Lando Calrissian is the administrator in 'The Empire Strikes Back'?","Star Wars","Carbonite Han Solo","Rancor Keeper","Death Star Trench Run","Cloud City","Cloud City is the floating city in the clouds above the planet Bespin where Lando Calrissian is the administrator in 'The Empire Strikes Back'."
"Carbonite Han Solo","In 'The Empire Strikes Back', in what form is Han Solo frozen in when he is captured by Darth Vader and Boba Fett?","Star Wars","Rancor Keeper","Death Star Trench Run","Battle of Scarif","Carbonite Han Solo","Han Solo is frozen in carbonite in 'The Empire Strikes Back' when he is captured by Darth Vader and Boba Fett."
"Rancor Keeper","Who is the individual responsible for caring for the Rancor in Jabba the Hutt's palace in 'Return of the Jedi'?","Star Wars","Death Star Trench Run","Battle of Scarif","The Ghost","Rancor Keeper","The Rancor Keeper is responsible for caring for the Rancor in Jabba the Hutt's palace in 'Return of the Jedi'."
"Death Star Trench Run","In 'A New Hope', what daring attack plan is used by Rebel pilots to destroy the first Death Star?","Star Wars","Battle of Scarif","The Ghost","Hera Syndulla","Death Star Trench Run","In 'A New Hope', Rebel pilots use the Death Star Trench Run as their daring attack plan to destroy the first Death Star."
"Battle of Scarif","Which battle marks the theft of the Death Star plans by the Rebel Alliance, setting the stage for the events of 'A New Hope'?","Star Wars","The Ghost","Hera Syndulla","Kanan Jarrus","Battle of Scarif","The Battle of Scarif marks the theft of the Death Star plans by the Rebel Alliance, setting the stage for the events of 'A New Hope'."
"The Great Purge","What event in Mandalorian history involved the Empire purging Mandalore of its warriors and taking the Darksaber?","Star Wars","Kuiil","IG-11","Greef Karga","The Great Purge","The Great Purge was an event in Mandalorian history that involved the Empire purging Mandalore of its warriors and taking the Darksaber."
"Kuiil","Who is the Ugnaught moisture farmer and former servant of the Empire in 'The Mandalorian'?","Star Wars","IG-11","Greef Karga","Dark Troopers","Kuiil","Kuiil is the Ugnaught moisture farmer and former servant of the Empire in 'The Mandalorian'."
"IG-11","What type of droid was reprogrammed to become a nurse droid in 'The Mandalorian' and was later given combat programming?","Star Wars","Greef Karga","Dark Troopers","The Book of Boba Fett","IG-11","IG-11 was a type of droid reprogrammed to become a nurse droid in 'The Mandalorian' and was later given combat programming."
"Greef Karga","Who is the leader of the Bounty Hunters' Guild on Nevarro in 'The Mandalorian'?","Star Wars","Dark Troopers","The Book of Boba Fett","Fennec Shand","Greef Karga","Greef Karga is the leader of the Bounty Hunters' Guild on Nevarro in 'The Mandalorian'."
"Dark Troopers","What advanced combat droids were deployed by Moff Gideon in 'The Mandalorian' to capture Grogu (Baby Yoda)?","Star Wars","The Book of Boba Fett","Fennec Shand","Mayfeld","Dark Troopers","Dark Troopers were advanced combat droids deployed by Moff Gideon in 'The Mandalorian' to capture Grogu (Baby Yoda)."
"Trandoshans","Which reptilian species known for their hunting prowess appears as hunters in various Star Wars media, including 'The Clone Wars' series?","Star Wars","Life Debt","The B'omarr Monastery","Exogorth","Trandoshans","Trandoshans are the reptilian species known for their hunting prowess and appear as hunters in various Star Wars media, including 'The Clone Wars' series."
"The B'omarr Monastery","What is the name of the monastic order that values intellect over the physical body and has a presence on Tatooine in the Star Wars universe?","Star Wars","Exogorth","Imperial Security Bureau","Wrecker","The B'omarr Monastery","The B'omarr Monastery is the name of the monastic order that values intellect over the physical body and has a presence on Tatooine in the Star Wars universe."
"Exogorth","What is the scientific name for the giant space slug that lives inside asteroids and is encountered by the Millennium Falcon in 'The Empire Strikes Back'?","Star Wars","Imperial Security Bureau","Wrecker","Crosshair","Exogorth","The Exogorth is the scientific name for the giant space slug that lives inside asteroids and is encountered by the Millennium Falcon in 'The Empire Strikes Back'."
"Imperial Security Bureau","What is the organization responsible for intelligence, espionage, and security within the Galactic Empire in the Star Wars universe?","Star Wars","Wrecker","Crosshair","Tech","Imperial Security Bureau","The Imperial Security Bureau is the organization responsible for intelligence, espionage, and security within the Galactic Empire in the Star Wars universe."
"Womp Rats","What small creatures from Tatooine are famously used as target practice for young Luke Skywalker in 'A New Hope'?","Star Wars","Tusken Raider Banthas","Krayt Dragon Pearl","Revan","Womp Rats","Womp Rats are the small creatures from Tatooine famously used as target practice for young Luke Skywalker in 'A New Hope'."
"Tusken Raider Banthas","What animals are often seen alongside Tusken Raiders in the deserts of Tatooine in the Star Wars universe?","Star Wars","Krayt Dragon Pearl","Revan","Malachor","Tusken Raider Banthas","Tusken Raider Banthas are animals often seen alongside Tusken Raiders in the deserts of Tatooine in the Star Wars universe."
"Malachor","Which ancient Sith planet is associated with dark side rituals and conflicts, including the Great Scourge of Malachor in Star Wars lore?","Star Wars","Sith Holocron","The Bendu","The Ebon Hawk","Malachor","Malachor is the ancient Sith planet associated with dark side rituals and conflicts, including the Great Scourge of Malachor in Star Wars lore."
"Sith Holocron","What type of ancient artifact contains Sith teachings and knowledge, often sought after by dark side users in the Star Wars universe?","Star Wars","The Bendu","The Ebon Hawk","Bao-Dur","Sith Holocron","A Sith Holocron is a type of ancient artifact that contains Sith teachings and knowledge, often sought after by dark side users in the Star Wars universe."
"Ithorians","What species is known for its love of nature and environmental preservation in the Star Wars universe?","Star Wars","HK-47","Darth Revan","Agent Kallus","Ithorians","Ithorians are known for their love of nature and environmental preservation in the Star Wars universe."
"Knights of Ren","What group of dark side users is led by Kylo Ren and featured in the sequel trilogy of Star Wars films?","Star Wars","The Jedi Exile","Kreia","Atris","Knights of Ren","The Knights of Ren is the group of dark side users led by Kylo Ren and featured in the sequel trilogy of Star Wars films."
"Ahch-To","Which remote planet serves as the location of the first Jedi Temple in the Star Wars sequel trilogy?","Star Wars","Resistance Bomber","Supreme Leader Kylo Ren","The Finalizer","Ahch-To","Ahch-To is the remote planet that serves as the location of the first Jedi Temple in the Star Wars sequel trilogy."
"Resistance Bomber","What type of starship is used by the Resistance to drop bombs on the First Order Dreadnought in 'The Last Jedi'?","Star Wars","Supreme Leader Kylo Ren","The Finalizer","Graveyard","Resistance Bomber","The Resistance Bomber is the type of starship used by the Resistance to drop bombs on the First Order Dreadnought in 'The Last Jedi'."
"Supreme Leader Kylo Ren","Who becomes the leader of the First Order after the death of Supreme Leader Snoke in 'The Last Jedi'?","Star Wars","The Finalizer","Graveyard","Pasaana","Supreme Leader Kylo Ren","Supreme Leader Kylo Ren becomes the leader of the First Order after the death of Supreme Leader Snoke in 'The Last Jedi'."
"The Finalizer","What is the name of the Resurgent-class Star Destroyer commanded by General Hux in the sequel trilogy of Star Wars films?","Star Wars","Graveyard","Pasaana","Sith Troopers","The Finalizer","The Finalizer is the name of the Resurgent-class Star Destroyer commanded by General Hux in the sequel trilogy of Star Wars films."
"Graveyard","What is the nickname given to the Starkiller Base's location in the Unknown Regions in 'The Force Awakens'?","Star Wars","Pasaana","Sith Troopers","Exegol","Graveyard","Graveyard is the nickname given to the Starkiller Base's location in the Unknown Regions in 'The Force Awakens'."
"Pasaana","Which desert planet is the location of the Festival of the Ancestors in 'The Rise of Skywalker'?","Star Wars","Sith Troopers","Exegol","Wayfinder","Pasaana","Pasaana is the desert planet that serves as the location of the Festival of the Ancestors in 'The Rise of Skywalker'."
"Sith Troopers","What is the name of the red-armored stormtroopers loyal to Emperor Palpatine in 'The Rise of Skywalker'?","Star Wars","Exegol","Wayfinder","The Sith Eternal","Sith Troopers","Sith Troopers are the red-armored stormtroopers loyal to Emperor Palpatine in 'The Rise of Skywalker'."
"Exegol","What hidden Sith planet serves as the secret base for Emperor Palpatine and the Sith Eternal in 'The Rise of Skywalker'?","Star Wars","Wayfinder","The Sith Eternal","Zorii Bliss","Exegol","Exegol is the hidden Sith planet that serves as the secret base for Emperor Palpatine and the Sith Eternal in 'The Rise of Skywalker'."
"Wayfinder","What ancient Sith artifact is used to navigate the treacherous Sith navigational routes to Exegol in 'The Rise of Skywalker'?","Star Wars","The Sith Eternal","Zorii Bliss","Babu Frik","Wayfinder","A Wayfinder is an ancient Sith artifact used to navigate the treacherous Sith navigational routes to Exegol in 'The Rise of Skywalker'."
"The Sith Eternal","What is the name of the Sith cult loyal to Emperor Palpatine and responsible for his return in 'The Rise of Skywalker'?","Star Wars","Zorii Bliss","Babu Frik","Crait Salt Skimmers","The Sith Eternal","The Sith Eternal is the name of the Sith cult loyal to Emperor Palpatine and responsible for his return in 'The Rise of Skywalker'."
"Zorii Bliss","Who is the helmeted smuggler and former acquaintance of Poe Dameron in 'The Rise of Skywalker'?","Star Wars","Babu Frik","Crait Salt Skimmers","General Pryde","Zorii Bliss","Zorii Bliss is the helmeted smuggler and former acquaintance of Poe Dameron in 'The Rise of Skywalker'."
"Babu Frik","What diminutive Anzellan droidsmith is known for his skills in reprogramming droids in 'The Rise of Skywalker'?","Star Wars","Crait Salt Skimmers","General Pryde","Rose Tico","Babu Frik","Babu Frik is the diminutive Anzellan droidsmith known for his skills in reprogramming droids in 'The Rise of Skywalker'."
"Crait Salt Skimmers","What type of vehicles are used by the Resistance on the salt-covered planet Crait in 'The Last Jedi'?","Star Wars","General Pryde","Rose Tico","The Jedi Exile","Crait Salt Skimmers","Crait Salt Skimmers are the type of vehicles used by the Resistance on the salt-covered planet Crait in 'The Last Jedi'."
"General Pryde","Who is the high-ranking officer in the First Order and a member of the Sith Eternal in 'The Rise of Skywalker'?","Star Wars","Rose Tico","The Jedi Exile","Kreia","General Pryde","General Pryde is the high-ranking officer in the First Order and a member of the Sith Eternal in 'The Rise of Skywalker'."
"Rose Tico","Who is the mechanic in the Resistance and the sister of Paige Tico in 'The Last Jedi'?","Star Wars","The Jedi Exile","Kreia","Atris","Rose Tico","Rose Tico is the mechanic in the Resistance and the sister of Paige Tico in 'The Last Jedi'."
"Jannah","Who is the character from 'The Rise of Skywalker' known for leading a group of warriors on the planet Exegol?","Star Wars","Ochi of Bestoon","Kijimi","Burning of Teldrassil","Jannah","Jannah is the character from 'The Rise of Skywalker' known for leading a group of warriors on the planet Exegol."
"Ochi of Bestoon","What is the name of the character who was a Sith assassin and responsible for a dagger that led to the wayfinder in 'The Rise of Skywalker'?","Star Wars","Kijimi","Burning of Teldrassil","Alderaanian Resistance","Ochi of Bestoon","Ochi of Bestoon is the name of the character who was a Sith assassin and responsible for a dagger that led to the wayfinder in 'The Rise of Skywalker'."
"Kijimi","Which planet, destroyed by the First Order in 'The Rise of Skywalker', was home to the character Zorii Bliss?","Star Wars","Burning of Teldrassil","Alderaanian Resistance","The Last Jedi","Kijimi","Kijimi is the planet destroyed by the First Order in 'The Rise of Skywalker' and was home to the character Zorii Bliss."
"Burning of Teldrassil","What catastrophic event is associated with the planet Alderaan in the Star Wars universe?","Star Wars","Alderaanian Resistance","The Last Jedi","Admiral Holdo","Burning of Teldrassil","The catastrophic event associated with the planet Alderaan in the Star Wars universe is its destruction by the Death Star in 'A New Hope'."
"Alderaanian Resistance","Which group of individuals formed to resist the tyranny of the Galactic Empire and were led by Princess Leia Organa in the original Star Wars trilogy?","Star Wars","The Last Jedi","Admiral Holdo","The Supremacy","Alderaanian Resistance","The Alderaanian Resistance is the group of individuals that formed to resist the tyranny of the Galactic Empire and were led by Princess Leia Organa in the original Star Wars trilogy."
"Admiral Holdo","Who assumes command of the Resistance fleet in 'The Last Jedi' after Leia Organa is incapacitated?","Star Wars","The Supremacy","Porg Chewbacca","Porglets","Admiral Holdo","Admiral Holdo assumes command of the Resistance fleet in 'The Last Jedi' after Leia Organa is incapacitated."
"The Supremacy","What is the name of the massive First Order dreadnought that serves as the flagship of Supreme Leader Snoke in 'The Last Jedi'?","Star Wars","Porg Chewbacca","Porglets","Anoat System","The Supremacy","The Supremacy is the name of the massive First Order dreadnought that serves as the flagship of Supreme Leader Snoke in 'The Last Jedi'."
"Porg Chewbacca","What Star Wars character forms an endearing bond with the Porgs on the planet Ahch-To in 'The Last Jedi'?","Star Wars","Porglets","Anoat System","Lobot","Porg Chewbacca","Chewbacca forms an endearing bond with the Porgs on the planet Ahch-To in 'The Last Jedi'."
"Porglets","What are the baby Porgs, small avian creatures seen on Ahch-To In 'The Last Jedi', often referred to as?","Star Wars","Anoat System","Lobot","The Slave I","Porglets","The baby Porgs, small avian creatures seen on Ahch-To In 'The Last Jedi', are often referred to as Porglets."
"Anoat System","In the Star Wars universe, what is the name of the star system where the planets Hoth and Bespin are located?","Star Wars","Lobot","The Slave I","Bossk","Anoat System","The Anoat System is the star system where the planets Hoth and Bespin are located in the Star Wars universe."
"Lobot","Who is the human cyborg character known for his cybernetic implant on the right side of his head and appears in 'The Empire Strikes Back'?","Star Wars","The Slave I","Bossk","Dengar","Lobot","Lobot is the human cyborg character known for his cybernetic implant on the right side of his head and appears in 'The Empire Strikes Back'."
"The Slave I","What is the name of Boba Fett's starship in the Star Wars franchise?","Star Wars","Bossk","Dengar","IG-88","The Slave I","The Slave I is the name of Boba Fett's starship in the Star Wars franchise."
"Bossk","Which Trandoshan bounty hunter is known for his appearance in 'The Empire Strikes Back'?","Star Wars","Dengar","IG-88","4-LOM","Bossk","Bossk is the Trandoshan bounty hunter known for his appearance in 'The Empire Strikes Back'."
"Dengar","Who is the bounty hunter in the Star Wars universe known for his distinctive headgear and bandages, appearing in 'The Empire Strikes Back'?","Star Wars","IG-88","4-LOM","Zuckuss","Dengar","Dengar is the bounty hunter in the Star Wars universe known for his distinctive headgear and bandages, appearing in 'The Empire Strikes Back'."
"IG-88","Which assassin droid is one of the bounty hunters hired by Darth Vader in 'The Empire Strikes Back'?","Star Wars","4-LOM","Zuckuss","Razor Crest","IG-88","IG-88 is the assassin droid who is one of the bounty hunters hired by Darth Vader in 'The Empire Strikes Back'."
"4-LOM","What is the name of the protocol droid who becomes a bounty hunter and partners with IG-88 in 'The Empire Strikes Back'?","Star Wars","Zuckuss","Razor Crest","Jannah","4-LOM","4-LOM is the name of the protocol droid who becomes a bounty hunter and partners with IG-88 in 'The Empire Strikes Back'."
"Zuckuss","Which Gand bounty hunter is known for his tracking abilities and is part of the group hired by Darth Vader in 'The Empire Strikes Back'?","Star Wars","Razor Crest","Jannah","Ochi of Bestoon","Zuckuss","Zuckuss is the Gand bounty hunter known for his tracking abilities and is part of the group hired by Darth Vader in 'The Empire Strikes Back'."
"Razor Crest","What is the name of the starship used by Din Djarin, the Mandalorian, in the Disney+ series 'The Mandalorian'?","Star Wars","Jannah","Ochi of Bestoon","Kijimi","Razor Crest","The Razor Crest is the name of the starship used by Din Djarin, the Mandalorian, in the Disney+ series 'The Mandalorian'."
"The Beskar Armor","What iconic Mandalorian armor is made from beskar, a rare and durable metal, in the Star Wars universe?","Star Wars","Carbonite","Max Rebo Band","Salacious B. Crumb","The Beskar Armor","The iconic Mandalorian armor is made from beskar, a rare and durable metal in the Star Wars universe."
"Carbonite","In 'The Empire Strikes Back', what freezing process is used to encase Han Solo in a block of metal?","Star Wars","Max Rebo Band","Salacious B. Crumb","The Battle of Endor","Carbonite","In 'The Empire Strikes Back', Han Solo is encased in carbonite using a freezing process."
"Max Rebo Band","Which musical group, led by Max Rebo, performs at Jabba the Hutt's palace in 'Return of the Jedi'?","Star Wars","Salacious B. Crumb","The Battle of Endor","The Battle of Jakku","Max Rebo Band","The Max Rebo Band is the musical group that performs at Jabba the Hutt's palace in 'Return of the Jedi'."
"Salacious B. Crumb","What is the name of Jabba the Hutt's cackling and mischievous court jester in 'Return of the Jedi'?","Star Wars","The Battle of Endor","The Battle of Jakku","Resistance Bombers","Salacious B. Crumb","Salacious B. Crumb is the name of Jabba the Hutt's cackling and mischievous court jester in 'Return of the Jedi'."
"Resistance Bombers","In 'The Last Jedi', what type of starships, used by the Resistance, are involved in a bombing run against the First Order dreadnought?","Star Wars","The Jedi Texts","The Jedi Village","The Canto Bight Casino","Resistance Bombers","In 'The Last Jedi', Resistance Bombers are involved in a bombing run against the First Order dreadnought."
"The Jedi Texts","In 'The Last Jedi', what does Luke Skywalker initially plan to destroy, but later Rey saves?","Star Wars","The Jedi Village","The Canto Bight Casino","Fathiers","The Jedi Texts","In 'The Last Jedi', Luke Skywalker initially plans to destroy the ancient Jedi texts, but later Rey saves them from destruction."
"The Jedi Village","In 'The Last Jedi', what location on the planet Ahch-To houses the ruins of the first Jedi Temple?","Star Wars","The Canto Bight Casino","Fathiers","The Night Buzzard","The Jedi Village","The Jedi Village on the planet Ahch-To houses the ruins of the first Jedi Temple in 'The Last Jedi'."
"The Canto Bight Casino","What opulent casino city is featured In 'The Last Jedi', where Finn and Rose go on a mission to find a master codebreaker?","Star Wars","Fathiers","The Night Buzzard","The Battle of Exegol","The Canto Bight Casino","The opulent casino city featured in 'The Last Jedi' is Canto Bight, where Finn and Rose go on a mission to find a master codebreaker."
"Fathiers","What are the large, horse-like creatures that are ridden during a chase scene in 'The Last Jedi' on the casino city of Canto Bight?","Star Wars","The Night Buzzard","The Battle of Exegol","The Sith Wayfinders","Fathiers","Fathiers are the large, horse-like creatures ridden during a chase scene in 'The Last Jedi' on the casino city of Canto Bight."
"The Night Buzzard","What is the name of the starship used by the Knights of Ren, a group of dark side Force users, in 'The Rise of Skywalker'?","Star Wars","The Battle of Exegol","The Sith Wayfinders","Wayfinder Activation","The Night Buzzard","The Night Buzzard is the name of the starship used by the Knights of Ren in 'The Rise of Skywalker'."
"The Battle of Exegol","Which climactic battle takes place in 'The Rise of Skywalker', where the Resistance confronts the Sith Eternal fleet and the Final Order on the planet Exegol?","Star Wars","The Sith Wayfinders","Wayfinder Activation","The Resistance Victory","The Battle of Exegol","The climactic battle in 'The Rise of Skywalker' is the Battle of Exegol, where the Resistance confronts the Sith Eternal fleet and the Final Order on the planet Exegol."
"The Sith Wayfinders","In 'The Rise of Skywalker', what are the devices or artifacts used to navigate the treacherous Sith homeworld of Exegol?","Star Wars","Wayfinder Activation","The Resistance Victory","The Rise of Skywalker","The Sith Wayfinders","The Sith Wayfinders are the devices or artifacts used to navigate the treacherous Sith homeworld of Exegol in 'The Rise of Skywalker'."
"Wayfinder Activation","What process is required to activate the Sith Wayfinders in 'The Rise of Skywalker' and unlock the path to Exegol?","Star Wars","The Resistance Victory","The Rise of Skywalker","Thrawn Trilogy","Wayfinder Activation","Wayfinder Activation is the process required to activate the Sith Wayfinders in 'The Rise of Skywalker' and unlock the path to Exegol."
"Savage Opress","Who is the Dathomirian Nightbrother who becomes a powerful Sith apprentice and appears in the Star Wars: The Clone Wars animated series?","Star Wars","The Grand Inquisitor","Seventh Sister","Fifth Brother","Savage Opress","Savage Opress is the Dathomirian Nightbrother who becomes a powerful Sith apprentice in the Star Wars: The Clone Wars animated series."
"Cara Dune","Which character, portrayed by Gina Carano, is a former shock trooper turned mercenary in the Star Wars series The Mandalorian?","Star Wars","Quill","The Armorer","Admiral Trench","Cara Dune","Cara Dune, portrayed by Gina Carano, is a former shock trooper turned mercenary in the Star Wars series The Mandalorian."
"Quill","Who is the Ugnaught character in The Mandalorian who serves as a skilled mechanic and member of the crew of the Razor Crest starship?","Star Wars","The Armorer","Admiral Trench","Cade Skywalker","Quill","Quill is the Ugnaught character in The Mandalorian who serves as a skilled mechanic and member of the crew of the Razor Crest starship."
"The Armorer","In The Mandalorian, who is the skilled Mandalorian blacksmith responsible for forging and repairing beskar armor for members of her tribe?","Star Wars","Admiral Trench","Cade Skywalker","Jaina Solo","The Armorer","The Armorer is the skilled Mandalorian blacksmith in The Mandalorian responsible for forging and repairing beskar armor."
"Admiral Trench","Who is the Harch admiral and military strategist known for his cybernetic enhancements, who appears in Star Wars: The Clone Wars?","Star Wars","Cade Skywalker","Jaina Solo","Darth Caedus","Admiral Trench","Admiral Trench is the Harch admiral and military strategist known for his cybernetic enhancements, who appears in Star Wars: The Clone Wars."
"Speeder","In the Star Wars universe, what is the common term for a small, repulsorlift vehicle used for personal transportation or as a mode of quick travel?","Star Wars","Bastila Shan","Exile","Malachor V","Speeder","A speeder is the common term in the Star Wars universe for a small, repulsorlift vehicle used for personal transportation or as a mode of quick travel."
"Malachor V","In Star Wars lore, what is the name of the planet that serves as the site of a significant battle and a key event in the backstory of the character Darth Revan?","Star Wars","The Jedi Exile","Kreia","Atris","Malachor V","Malachor V is the name of the planet that serves as the site of a significant battle and a key event in the backstory of the character Darth Revan."
"The Old Republic Era","In the Star Wars lore, what is the historical era set thousands of years before the events of the main films, known for its conflicts and the rise of the Sith Order?","Star Wars","Emperor Vitiate","Galactic Starfighter","Satele Shan","The Old Republic Era","The Old Republic Era is a historical era in Star Wars lore set thousands of years before the events of the main films."
"Captain Rex","In Star Wars: The Clone Wars, who is the skilled clone trooper captain serving under Jedi General Anakin Skywalker, known for his leadership and loyalty to his fellow clones?","Star Wars","Asajj Ventress","Arc Troopers","Clone Commandos","Captain Rex","Captain Rex is the skilled clone trooper captain serving under Jedi General Anakin Skywalker in Star Wars: The Clone Wars, known for his leadership and loyalty to his fellow clones."
"Asajj Ventress","Who is the dark side assassin and former Sith apprentice who appears in Star Wars: The Clone Wars, often as an antagonist to the Jedi and a key character in the series?","Star Wars","Arc Troopers","Clone Commandos","The Clone Wars Battles","Asajj Ventress","Asajj Ventress is the dark side assassin and former Sith apprentice who appears in Star Wars: The Clone Wars, often as an antagonist to the Jedi and a key character in the series."
"Arc Troopers","What is the name of the elite clone trooper units in the Grand Army of the Republic, known for their advanced training, skills, and distinctive blue markings on their armor?","Star Wars","Clone Commandos","The Clone Wars Battles","Battle of Christophsis","Arc Troopers","Arc Troopers is the name of the elite clone trooper units in the Grand Army of the Republic, known for their advanced training, skills, and distinctive blue markings on their armor."
"Clone Commandos","What is the term used for the highly skilled and specialized clone troopers who often operated in small squads and were known for their versatility and adaptability?","Star Wars","The Clone Wars Battles","Battle of Christophsis","Battle of Teth","Clone Commandos","Clone Commandos is the term used for the highly skilled and specialized clone troopers who often operated in small squads and were known for their versatility and adaptability."
"The Clone Wars Battles","In Star Wars: The Clone Wars, what is the term used to refer to the various engagements, conflicts, and battles that occur throughout the Clone Wars era, including famous battles like Christophsis and Teth?","Star Wars","Battle of Christophsis","Battle of Teth","Battle of Umbara","The Clone Wars Battles","The Clone Wars Battles is the term used to refer to the various engagements, conflicts, and battles that occur throughout the Clone Wars era, including famous battles like Christophsis and Teth."
"Battle of Christophsis","What is the name of the early battle in Star Wars: The Clone Wars where Anakin Skywalker and Obi-Wan Kenobi lead Republic forces against the Separatists on the planet Christophsis?","Star Wars","Battle of Teth","Battle of Umbara","Battle of Ryloth","Battle of Christophsis","The Battle of Christophsis is the name of the early battle in Star Wars: The Clone Wars where Anakin Skywalker and Obi-Wan Kenobi lead Republic forces against the Separatists on the planet Christophsis."
"Battle of Teth","In Star Wars: The Clone Wars, which battle takes place on the remote planet Teth, where Anakin Skywalker and Ahsoka Tano attempt to rescue Jabba the Hutt's kidnapped son, Rotta?","Star Wars","Battle of Umbara","Battle of Ryloth","Battle of Kamino","Battle of Teth","In Star Wars: The Clone Wars, the Battle of Teth takes place on the remote planet Teth, where Anakin Skywalker and Ahsoka Tano attempt to rescue Jabba the Hutt's kidnapped son, Rotta."
"Battle of Umbara","In the Star Wars: The Clone Wars TV series, which battle occurs on the shadowy and treacherous planet Umbara, where the clones face intense challenges and moral dilemmas?","Star Wars","Battle of Ryloth","Battle of Kamino","Battle of Mortis","Battle of Umbara","The Battle of Umbara occurs on the shadowy and treacherous planet Umbara in the Star Wars: The Clone Wars TV series."
"Battle of Ryloth","Which battle in Star Wars: The Clone Wars involves the Republic's efforts to liberate the Twi'lek homeworld from Separatist control, with Ahsoka Tano playing a key role?","Star Wars","Battle of Kamino","Battle of Mortis","Battle of Mon Cala","Battle of Ryloth","The Battle of Ryloth involves the Republic's efforts to liberate the Twi'lek homeworld from Separatist control in Star Wars: The Clone Wars."
"Battle of Kamino","In Star Wars: The Clone Wars, which battle takes place on the aquatic planet Kamino, known for its clone trooper production facilities and the conflict between Republic forces and the Separatists?","Star Wars","Battle of Mortis","Battle of Mon Cala","Battle of Mandalore","Battle of Kamino","The Battle of Kamino takes place on the aquatic planet Kamino in Star Wars: The Clone Wars."
"Battle of Mortis","What is the name of the mystical and Force-centric battle that occurs on the ethereal realm of Mortis in Star Wars: The Clone Wars, involving the Father, the Son, and the Daughter?","Star Wars","Battle of Mon Cala","Battle of Mandalore","Battle of Coruscant","Battle of Mortis","The Battle of Mortis is the name of the mystical and Force-centric battle that occurs on the ethereal realm of Mortis in Star Wars: The Clone Wars."
"Battle of Mon Cala","Which battle takes place on the aquatic Mon Calamari homeworld in Star Wars: The Clone Wars, with Admiral Ackbar and the Mon Calamari leading the defense against the Separatists?","Star Wars","Battle of Mandalore","Battle of Coruscant","Battle of Utapau","Battle of Mon Cala","The Battle of Mon Cala takes place on the aquatic Mon Calamari homeworld in Star Wars: The Clone Wars."
"Battle of Mandalore","In the Star Wars lore, what is the name of the climactic battle that occurs on the planet Mandalore, involving Ahsoka Tano, Darth Maul, and the Mandalorian people during the Clone Wars?","Star Wars","Battle of Coruscant","Battle of Utapau","Battle of Scipio","Battle of Saleucami","The Battle of Mandalore is the name of the climactic battle that occurs on the planet Mandalore in the Star Wars lore during the Clone Wars."
"Battle of Coruscant","Which battle takes place over the galactic capital planet of Coruscant in Star Wars, involving a massive space battle between Republic and Separatist forces in the opening sequence of Star Wars: Episode III - Revenge of the Sith?","Star Wars","Battle of Utapau","Battle of Scipio","Battle of Saleucami","Battle of Sarrish","The Battle of Coruscant takes place over the galactic capital planet of Coruscant in Star Wars and is featured in the opening sequence of Star Wars: Episode III - Revenge of the Sith."
"Battle of Utapau","In Star Wars: Episode III - Revenge of the Sith, what is the name of the battle on the remote sinkhole planet where General Grievous is confronted and defeated by Obi-Wan Kenobi?","Star Wars","Battle of Scipio","Battle of Saleucami","Battle of Sarrish","Battle of Felucia","The Battle of Utapau is the name of the battle on the remote sinkhole planet where General Grievous is confronted and defeated by Obi-Wan Kenobi in Star Wars: Episode III - Revenge of the Sith."
